"Date","Price","Open","High","Low","Vol.","Change %"
"03/18/2019","140.21","139.83","140.37","138.72","3.27M","0.56%"
"03/15/2019","139.43","139.37","140.33","139.23","7.15M","0.46%"
"03/14/2019","138.79","138.51","138.94","138.06","2.74M","0.17%"
"03/13/2019","138.56","138.05","139.32","137.85","3.17M","0.20%"
"03/12/2019","138.28","138.52","139.69","137.86","3.95M","0.41%"
"03/11/2019","137.71","136.03","137.73","135.84","3.94M","1.94%"
"03/08/2019","135.09","134.21","135.24","133.58","3.77M","-0.20%"
"03/07/2019","135.36","136.61","136.89","134.63","4.36M","-1.18%"
"03/06/2019","136.98","138.12","138.39","136.72","2.77M","-0.65%"
"03/05/2019","137.88","138.37","138.74","137.56","4.25M","-0.40%"
"03/04/2019","138.43","139.99","140.08","137.17","3.41M","-0.55%"
"03/01/2019","139.20","139.31","140.04","138.64","3.03M","0.77%"
"02/28/2019","138.13","138.77","139.06","137.72","3.46M","-0.75%"
"02/27/2019","139.17","139.25","139.57","138.40","2.53M","-0.39%"
"02/26/2019","139.72","139.67","140.49","139.47","3.06M","0.19%"
"02/25/2019","139.46","140.00","140.47","139.32","3.19M","0.15%"
"02/22/2019","139.25","138.73","139.38","138.43","3.11M","1.02%"
"02/21/2019","137.84","137.82","138.35","137.35","2.94M","-0.12%"
"02/20/2019","138.00","138.76","139.24","137.22","3.80M","-0.50%"
"02/19/2019","138.70","137.81","138.70","137.36","3.39M","0.49%"
