"Date","Price","Open","High","Low","Vol.","Change %"
"07/06/2011","177.71","175.19","177.77","175.09","5.89M","1.30%"
"07/05/2011","175.43","173.52","175.43","173.52","4.59M","0.51%"
"07/01/2011","174.54","171.61","174.65","171.49","5.18M","1.74%"
"06/30/2011","171.55","171.11","172.45","170.75","5.11M","0.59%"
"06/29/2011","170.54","170.61","170.86","169.82","3.82M","0.31%"
"06/28/2011","170.01","168.33","170.70","168.01","4.85M","1.43%"
"06/27/2011","167.62","165.74","168.24","165.21","4.45M","1.54%"
"06/24/2011","165.07","165.85","165.94","164.57","4.41M","-0.63%"
"06/23/2011","166.12","164.06","166.73","163.80","5.27M","0.27%"
"06/22/2011","165.68","165.59","166.81","165.10","3.96M","-0.32%"
"06/21/2011","166.22","165.20","166.75","164.00","5.39M","0.73%"
"06/20/2011","165.02","163.70","165.61","163.59","3.96M","0.35%"
"06/17/2011","164.44","164.24","165.10","163.58","7.15M","1.09%"
"06/16/2011","162.67","162.06","163.63","161.78","4.86M","0.21%"
"06/15/2011","162.33","162.75","163.41","161.52","5.23M","-1.09%"
"06/14/2011","164.12","163.87","164.57","163.65","7.05M","0.58%"
"06/13/2011","163.17","164.44","164.46","162.73","5.10M","-0.01%"
"06/10/2011","163.18","164.57","164.84","162.87","4.69M","-1.01%"
"06/09/2011","164.84","165.01","165.96","164.76","4.30M","0.30%"
"06/08/2011","164.34","163.27","164.85","163.26","3.85M","0.40%"
"06/07/2011","163.69","165.11","165.24","163.61","4.19M","-0.64%"
"06/06/2011","164.75","164.76","165.58","164.27","3.62M","-0.18%"
"06/03/2011","165.05","164.30","165.89","164.13","5.23M","-0.63%"
"06/02/2011","166.09","166.44","167.10","165.71","3.85M","-0.28%"
"06/01/2011","166.56","168.90","169.58","166.50","5.13M","-1.40%"
"05/31/2011","168.93","168.44","169.89","167.82","9.13M","0.85%"
"05/27/2011","167.50","167.91","168.47","167.00","3.28M","0.19%"
"05/26/2011","167.18","167.46","167.50","165.90","5.78M","-0.34%"
"05/25/2011","167.75","167.63","168.40","167.51","3.88M","-0.14%"
"05/24/2011","167.99","168.50","168.67","167.51","4.64M","-0.16%"
"05/23/2011","168.26","168.58","168.69","167.07","5.15M","-1.12%"
"05/20/2011","170.16","170.40","171.15","169.38","4.87M","-0.25%"
"05/19/2011","170.59","170.86","171.40","169.32","3.54M","0.09%"
"05/18/2011","170.44","170.10","171.19","169.46","4.16M","-0.04%"
"05/17/2011","170.50","167.85","171.41","166.53","8.79M","0.97%"
"05/16/2011","168.86","169.81","170.64","168.31","4.66M","-0.62%"
"05/13/2011","169.92","171.70","172.15","169.44","5.17M","-1.35%"
"05/12/2011","172.24","169.65","172.77","168.65","5.14M","1.62%"
"05/11/2011","169.50","170.30","170.52","167.82","4.67M","-0.52%"
"05/10/2011","170.38","169.25","170.90","169.22","4.94M","0.76%"
"05/09/2011","169.10","168.39","169.85","168.31","3.59M","0.12%"
"05/06/2011","168.89","169.03","170.15","168.24","4.84M","0.26%"
"05/05/2011","168.46","170.47","170.87","167.50","7.34M","-1.27%"
"05/04/2011","170.62","172.36","172.62","169.59","6.89M","-1.30%"
"05/03/2011","172.87","172.00","173.48","171.23","5.01M","0.42%"
"05/02/2011","172.15","172.11","173.54","171.49","5.40M","0.92%"
"04/29/2011","170.58","171.10","173.00","170.48","5.59M","-0.12%"
"04/28/2011","170.78","169.99","171.38","169.70","5.09M","0.24%"
"04/27/2011","170.37","168.61","170.59","168.46","5.30M","1.12%"
"04/26/2011","168.49","167.99","169.20","167.40","7.27M","0.49%"
"04/25/2011","167.67","167.65","168.77","167.23","3.58M","-0.36%"
"04/21/2011","168.28","165.63","168.45","164.86","6.17M","2.14%"
"04/20/2011","164.75","163.10","165.89","162.19","10.90M","-0.39%"
"04/19/2011","165.40","165.71","166.38","164.44","6.60M","-0.33%"
"04/18/2011","165.94","164.64","166.16","162.86","6.16M","-0.16%"
"04/15/2011","166.21","165.00","166.34","164.87","5.29M","0.75%"
"04/14/2011","164.97","163.84","165.36","163.16","4.70M","0.62%"
"04/13/2011","163.95","163.97","164.93","163.66","4.19M","0.43%"
"04/12/2011","163.25","163.36","163.77","162.30","3.86M","-0.43%"
"04/11/2011","163.95","163.44","164.00","163.11","4.14M","-0.06%"
"04/08/2011","164.05","164.35","164.38","163.16","3.33M","-0.20%"
"04/07/2011","164.38","164.10","164.55","163.28","3.67M","0.21%"
"04/06/2011","164.04","164.34","164.75","163.81","3.78M","0.03%"
"04/05/2011","163.99","163.81","164.70","163.62","3.62M","-0.16%"
"04/04/2011","164.25","164.42","164.73","163.58","3.23M","-0.01%"
"04/01/2011","164.27","163.70","164.42","163.04","4.39M","0.74%"
"03/31/2011","163.07","163.40","164.06","163.07","3.86M","-0.32%"
"03/30/2011","163.60","163.55","163.99","163.02","3.40M","0.44%"
"03/29/2011","162.88","161.34","163.09","161.15","3.46M","0.94%"
"03/28/2011","161.37","161.54","162.58","161.12","3.97M","-0.50%"
"03/25/2011","162.18","160.98","162.74","160.76","5.35M","1.34%"
"03/24/2011","160.04","160.23","160.71","158.84","5.15M","0.32%"
"03/23/2011","159.53","158.00","160.08","157.53","4.78M","0.97%"
"03/22/2011","158.00","158.56","158.61","157.52","4.31M","0.20%"
"03/21/2011","157.68","157.64","159.63","157.07","5.78M","1.15%"
"03/18/2011","155.89","156.50","156.95","154.32","11.45M","1.11%"
"03/17/2011","154.18","154.00","154.50","152.70","7.38M","0.77%"
"03/16/2011","153.00","156.52","156.98","151.71","12.20M","-3.79%"
"03/15/2011","159.02","157.35","159.64","156.88","6.49M","-1.47%"
"03/14/2011","161.39","161.16","161.98","160.09","4.30M","-0.64%"
"03/11/2011","162.43","162.40","163.24","160.84","4.27M","0.25%"
"03/10/2011","162.02","164.64","164.67","161.38","7.05M","-2.32%"
"03/09/2011","165.86","163.47","167.72","163.28","9.08M","2.21%"
"03/08/2011","162.28","159.70","163.43","159.21","5.39M","1.47%"
"03/07/2011","159.93","161.60","162.98","158.85","5.32M","-1.17%"
"03/04/2011","161.83","163.40","164.31","160.65","4.91M","-1.01%"
"03/03/2011","163.48","161.42","164.00","161.27","4.07M","2.07%"
"03/02/2011","160.16","159.43","161.11","159.41","3.41M","0.12%"
"03/01/2011","159.97","163.15","163.15","159.88","4.38M","-1.18%"
"02/28/2011","161.88","162.36","162.99","161.24","4.77M","-0.25%"
"02/25/2011","162.28","161.06","162.34","160.86","4.52M","0.94%"
"02/24/2011","160.77","159.63","161.27","159.03","5.71M","0.37%"
"02/23/2011","160.18","161.81","162.68","160.14","6.00M","-1.09%"
"02/22/2011","161.95","163.57","164.26","161.78","5.21M","-1.75%"
"02/18/2011","164.84","164.46","164.84","164.10","4.25M","0.37%"
"02/17/2011","164.24","163.30","164.67","162.85","3.23M","0.51%"
"02/16/2011","163.40","163.33","163.60","162.75","3.22M","0.34%"
"02/15/2011","162.84","162.89","163.57","162.52","3.77M","-0.23%"
"02/14/2011","163.22","164.18","164.38","162.85","4.13M","-0.38%"
"02/11/2011","163.85","163.98","165.01","163.31","5.19M","-0.15%"
"02/10/2011","164.09","163.90","165.00","163.18","5.74M","-0.34%"
"02/09/2011","164.65","165.62","165.97","164.10","4.64M","-0.84%"
"02/08/2011","166.05","164.82","166.25","164.32","5.62M","0.75%"
"02/07/2011","164.82","164.08","164.99","164.02","4.93M","0.50%"
"02/04/2011","164.00","163.48","164.14","163.22","3.76M","0.29%"
"02/03/2011","163.53","163.16","164.20","162.81","4.69M","0.14%"
"02/02/2011","163.30","163.40","163.60","162.61","3.90M","-0.16%"
"02/01/2011","163.56","162.11","163.94","162.00","5.83M","0.96%"
"01/31/2011","162.00","159.18","162.00","158.68","7.20M","1.75%"
"01/28/2011","159.21","161.05","161.92","158.67","6.73M","-1.15%"
"01/27/2011","161.07","161.43","162.18","160.86","4.88M","0.02%"
"01/26/2011","161.04","161.67","161.90","160.42","5.35M","-0.25%"
"01/25/2011","161.44","159.21","164.35","159.00","8.26M","1.13%"
"01/24/2011","159.63","155.42","159.79","155.33","7.29M","2.66%"
"01/21/2011","155.50","156.40","156.78","154.96","7.01M","-0.19%"
"01/20/2011","155.80","154.53","155.96","154.45","7.44M","0.07%"
"01/19/2011","155.69","153.26","156.13","152.83","12.14M","3.35%"
"01/18/2011","150.65","149.82","151.47","149.38","9.18M","0.43%"
"01/14/2011","150.00","148.89","150.00","148.47","4.55M","0.79%"
"01/13/2011","148.82","149.24","149.29","148.25","3.45M","-0.19%"
"01/12/2011","149.10","147.99","149.29","147.67","4.09M","1.24%"
"01/11/2011","147.28","148.20","148.35","146.75","4.16M","-0.24%"
"01/10/2011","147.64","147.58","148.06","147.23","3.63M","-0.20%"
"01/07/2011","147.93","148.79","148.86","146.94","4.14M","-0.49%"
"01/06/2011","148.66","147.13","148.79","146.82","5.03M","1.09%"
"01/05/2011","147.05","147.34","147.48","146.73","4.66M","-0.40%"
"01/04/2011","147.64","147.56","148.22","146.64","5.06M","0.11%"
"01/03/2011","147.48","147.21","148.20","147.14","4.60M","0.49%"
"12/31/2010","146.76","146.73","147.07","145.96","2.97M","0.06%"
"12/30/2010","146.67","146.36","147.11","146.25","3.04M","0.10%"
"12/29/2010","146.52","146.00","147.50","145.71","3.66M","0.56%"
"12/28/2010","145.71","145.31","146.15","145.06","2.70M","0.25%"
"12/27/2010","145.34","145.12","145.70","145.00","2.31M","-0.38%"
"12/23/2010","145.89","145.89","146.33","145.33","2.43M","-0.04%"
"12/22/2010","145.95","145.66","146.40","145.58","3.39M","0.14%"
"12/21/2010","145.74","144.99","145.99","144.33","3.78M","0.85%"
"12/20/2010","144.51","145.39","145.54","144.39","3.99M","-0.34%"
"12/17/2010","145.00","144.69","145.50","144.40","10.03M","0.31%"
"12/16/2010","144.55","144.84","145.32","144.15","4.18M","-0.12%"
"12/15/2010","144.72","145.13","145.72","144.31","4.45M","-0.75%"
"12/14/2010","145.82","144.26","146.01","144.26","4.80M","1.07%"
"12/13/2010","144.28","145.14","145.40","144.21","4.74M","-0.37%"
"12/10/2010","144.82","144.88","144.95","143.73","3.50M","0.36%"
"12/09/2010","144.30","145.94","145.94","143.52","4.41M","-0.47%"
"12/08/2010","144.98","144.35","145.65","143.84","4.96M","0.67%"
"12/07/2010","144.02","146.02","146.30","143.87","4.83M","-0.67%"
"12/06/2010","144.99","144.54","145.87","144.52","3.32M","-0.27%"
"12/03/2010","145.38","144.25","145.68","144.25","3.71M","0.14%"
"12/02/2010","145.18","144.33","145.85","144.30","5.38M","0.53%"
"12/01/2010","144.41","143.61","145.13","143.51","6.83M","2.09%"
"11/30/2010","141.46","142.24","142.76","141.28","7.68M","-1.00%"
"11/29/2010","142.89","143.53","143.67","141.50","5.04M","-0.85%"
"11/26/2010","144.11","145.30","145.30","143.57","2.08M","-1.17%"
"11/24/2010","145.81","143.95","146.44","143.82","4.88M","1.84%"
"11/23/2010","143.18","144.24","144.53","142.33","4.57M","-1.52%"
"11/22/2010","145.39","144.00","145.43","143.56","3.73M","0.23%"
"11/19/2010","145.05","144.38","145.35","143.99","5.02M","0.48%"
"11/18/2010","144.36","143.04","144.99","142.75","4.24M","1.70%"
"11/17/2010","141.95","142.49","142.49","141.39","4.79M","-0.20%"
"11/16/2010","142.24","142.93","143.38","141.18","6.35M","-0.97%"
"11/15/2010","143.64","143.89","144.75","143.27","3.83M","-0.07%"
"11/12/2010","143.74","144.59","145.77","143.55","4.73M","-1.16%"
"11/11/2010","145.43","144.70","145.50","143.35","4.75M","-0.76%"
"11/10/2010","146.55","146.09","146.79","145.63","5.18M","0.28%"
"11/09/2010","146.14","146.70","147.53","145.63","5.70M","-0.22%"
"11/08/2010","146.46","145.35","146.58","145.25","4.46M","-0.31%"
"11/05/2010","146.92","145.94","146.93","145.67","5.00M","0.09%"
"11/04/2010","146.79","144.82","146.84","144.71","6.63M","1.82%"
"11/03/2010","144.17","144.24","144.46","142.63","5.18M","0.23%"
"11/02/2010","143.84","143.85","144.71","143.71","4.63M","0.36%"
"11/01/2010","143.32","143.64","144.26","142.32","5.68M","-0.19%"
"10/29/2010","143.60","140.90","144.00","140.75","8.44M","1.92%"
"10/28/2010","140.90","141.84","141.95","140.42","5.48M","-0.37%"
"10/27/2010","141.43","139.52","141.57","139.00","6.47M","0.54%"
"10/26/2010","140.67","139.29","142.00","138.53","7.33M","0.59%"
"10/25/2010","139.84","140.42","141.40","139.81","4.87M","0.12%"
"10/22/2010","139.67","140.15","140.75","139.46","4.11M","-0.11%"
"10/21/2010","139.83","139.81","140.49","138.40","6.23M","0.55%"
"10/20/2010","139.07","138.28","139.87","138.13","6.95M","0.75%"
"10/19/2010","138.03","137.30","139.34","136.70","14.16M","-3.36%"
"10/18/2010","142.83","140.90","143.03","140.84","10.34M","1.25%"
"10/15/2010","141.06","142.10","142.10","140.54","7.22M","-0.31%"
"10/14/2010","141.50","140.35","141.50","139.69","5.66M","0.81%"
"10/13/2010","140.37","139.91","141.48","139.78","8.79M","0.37%"
"10/12/2010","139.85","138.40","139.99","138.27","5.64M","0.14%"
"10/11/2010","139.66","138.79","139.94","138.64","4.01M","0.58%"
"10/08/2010","138.85","138.40","139.09","138.06","4.54M","0.09%"
"10/07/2010","138.72","137.92","138.88","137.52","6.44M","0.64%"
"10/06/2010","137.84","136.88","137.96","136.83","4.78M","0.13%"
"10/05/2010","137.66","136.18","137.90","136.12","6.20M","1.78%"
"10/04/2010","135.25","135.23","135.92","134.39","4.06M","-0.29%"
"10/01/2010","135.64","135.51","136.28","135.09","5.62M","1.12%"
"09/30/2010","134.14","135.50","136.11","133.67","6.43M","-0.99%"
"09/29/2010","135.48","134.40","135.81","134.34","5.15M","0.44%"
"09/28/2010","134.89","134.67","135.14","133.71","7.48M","0.18%"
"09/27/2010","134.65","133.51","135.00","133.51","6.16M","0.40%"
"09/24/2010","134.11","132.42","134.15","132.34","7.12M","1.85%"
"09/23/2010","131.67","131.42","132.78","131.22","3.90M","-0.68%"
"09/22/2010","132.57","131.61","132.58","131.40","4.92M","0.45%"
"09/21/2010","131.98","131.45","132.80","130.78","5.27M","0.14%"
"09/20/2010","131.79","130.24","132.09","130.11","7.21M","1.23%"
"09/17/2010","130.19","129.92","130.60","129.70","10.40M","0.40%"
"09/16/2010","129.67","129.20","129.95","128.80","4.69M","0.19%"
"09/15/2010","129.43","128.65","129.96","128.54","4.76M","0.45%"
"09/14/2010","128.85","128.43","129.92","128.43","4.85M","-0.59%"
"09/13/2010","129.61","128.63","130.00","128.52","5.27M","1.27%"
"09/10/2010","127.99","126.99","128.29","126.26","4.42M","1.29%"
"09/09/2010","126.36","127.27","127.57","126.15","3.44M","0.22%"
"09/08/2010","126.08","126.02","126.52","125.39","4.49M","0.10%"
"09/07/2010","125.95","126.99","127.36","125.88","4.35M","-1.28%"
"09/03/2010","127.58","126.22","127.60","125.90","5.14M","2.03%"
"09/02/2010","125.04","126.03","126.23","124.65","5.10M","-0.58%"
"09/01/2010","125.77","125.31","126.31","124.52","5.62M","2.14%"
"08/31/2010","123.13","123.31","123.99","122.28","5.62M","-0.22%"
"08/30/2010","123.40","125.08","125.27","123.40","3.60M","-1.07%"
"08/27/2010","124.73","123.83","124.80","122.42","6.21M","1.59%"
"08/26/2010","122.78","125.78","125.78","122.78","7.75M","-1.99%"
"08/25/2010","125.27","124.57","125.60","124.00","5.24M","0.30%"
"08/24/2010","124.90","125.21","126.02","124.57","5.62M","-1.24%"
"08/23/2010","126.47","127.57","128.03","126.44","4.03M","-0.81%"
"08/20/2010","127.50","128.72","128.98","126.96","6.25M","-1.09%"
"08/19/2010","128.90","128.67","129.59","128.02","5.40M","-0.38%"
"08/18/2010","129.39","128.87","130.20","127.80","4.88M","0.73%"
"08/17/2010","128.45","128.83","129.85","127.90","4.30M","0.53%"
"08/16/2010","127.77","127.47","128.23","126.96","4.01M","-0.08%"
"08/13/2010","127.87","127.96","128.46","127.33","4.67M","-0.34%"
"08/12/2010","128.30","127.69","128.78","127.52","5.13M","-1.18%"
"08/11/2010","129.83","130.69","130.69","129.46","6.32M","-1.52%"
"08/10/2010","131.84","131.18","132.49","130.77","5.47M","-0.12%"
"08/09/2010","132.00","130.79","132.34","130.40","6.14M","1.43%"
"08/06/2010","130.14","130.41","130.48","128.76","6.14M","-1.28%"
"08/05/2010","131.83","130.73","131.98","130.53","4.52M","0.43%"
"08/04/2010","131.27","130.46","131.50","129.85","4.57M","0.69%"
"08/03/2010","130.37","130.03","131.04","129.33","5.09M","-0.30%"
"08/02/2010","130.76","129.25","131.20","129.25","6.44M","1.84%"
"07/30/2010","128.40","127.43","128.98","127.04","6.03M","0.30%"
"07/29/2010","128.02","129.06","129.50","127.14","9.00M","-0.32%"
"07/28/2010","128.43","128.67","129.35","127.88","4.25M","-0.16%"
"07/27/2010","128.63","128.78","129.17","127.89","4.65M","0.17%"
"07/26/2010","128.41","128.18","128.43","127.14","5.17M","0.02%"
"07/23/2010","128.38","127.30","128.80","127.00","5.08M","0.71%"
"07/22/2010","127.47","126.32","127.78","126.05","6.91M","1.76%"
"07/21/2010","125.27","126.44","126.50","124.62","8.62M","-1.01%"
"07/20/2010","126.55","122.97","126.56","122.93","16.34M","-2.50%"
"07/19/2010","129.79","128.67","130.38","128.37","8.39M","1.37%"
"07/16/2010","128.03","129.96","130.15","127.85","7.00M","-2.06%"
"07/15/2010","130.72","129.87","130.92","129.55","6.19M","0.00%"
"07/14/2010","130.72","129.32","131.60","129.14","6.61M","0.18%"
"07/13/2010","130.48","128.97","130.98","128.69","6.69M","1.41%"
"07/12/2010","128.67","127.37","128.83","127.16","4.21M","0.55%"
"07/09/2010","127.96","127.90","128.20","127.29","3.90M","-0.01%"
"07/08/2010","127.97","127.37","128.15","126.74","5.44M","0.76%"
"07/07/2010","127.00","123.47","127.12","123.47","7.09M","2.87%"
"07/06/2010","123.46","123.58","124.63","122.17","6.35M","1.31%"
"07/02/2010","121.86","123.29","123.29","120.61","6.45M","-0.58%"
"07/01/2010","122.57","123.55","124.21","121.61","9.74M","-0.74%"
"06/30/2010","123.48","124.83","125.22","123.00","8.02M","-1.29%"
"06/29/2010","125.09","127.35","128.40","124.12","9.38M","-3.02%"
"06/28/2010","128.98","127.65","129.47","127.22","6.34M","1.46%"
"06/25/2010","127.12","128.34","129.09","127.12","10.42M","-0.83%"
"06/24/2010","128.19","129.57","129.73","127.70","5.57M","-1.48%"
"06/23/2010","130.11","129.25","131.47","129.09","6.86M","0.63%"
"06/22/2010","129.30","130.37","131.47","129.07","6.03M","-1.03%"
"06/21/2010","130.65","131.42","131.94","130.22","6.86M","0.38%"
"06/18/2010","130.15","131.02","131.25","130.13","9.58M","-0.63%"
"06/17/2010","130.98","130.07","131.03","129.86","5.58M","0.48%"
"06/16/2010","130.35","128.34","130.68","128.34","6.40M","0.43%"
"06/15/2010","129.79","128.93","129.95","128.37","6.65M","1.00%"
"06/14/2010","128.50","128.50","129.97","128.49","6.75M","0.04%"
"06/11/2010","128.45","126.73","128.80","126.44","5.83M","0.60%"
"06/10/2010","127.68","125.99","128.22","125.80","7.48M","3.05%"
"06/09/2010","123.90","124.83","125.84","123.58","7.80M","0.15%"
"06/08/2010","123.72","124.26","124.46","122.82","8.40M","-0.33%"
"06/07/2010","124.13","125.57","125.86","124.13","6.95M","-0.92%"
"06/04/2010","125.28","126.37","127.10","124.67","9.67M","-2.09%"
"06/03/2010","127.96","127.75","128.22","126.46","6.65M","0.43%"
"06/02/2010","127.41","124.85","127.50","124.35","7.71M","2.47%"
"06/01/2010","124.34","124.69","126.88","124.20","7.14M","-0.73%"
"05/28/2010","125.26","125.96","126.28","124.29","7.42M","-0.89%"
"05/27/2010","126.39","125.05","126.39","124.77","7.73M","2.56%"
"05/26/2010","123.23","124.89","125.94","123.00","9.09M","-1.04%"
"05/25/2010","124.52","121.47","124.95","121.47","9.50M","0.06%"
"05/24/2010","124.45","125.26","126.02","124.04","6.88M","-0.77%"
"05/21/2010","125.42","122.16","125.61","121.40","12.64M","1.31%"
"05/20/2010","123.80","127.22","127.96","123.68","13.18M","-3.93%"
"05/19/2010","128.86","129.37","130.50","127.82","8.67M","-0.84%"
"05/18/2010","129.95","131.26","131.99","129.90","9.33M","-0.38%"
"05/17/2010","130.44","130.68","131.76","128.70","8.92M","-0.57%"
"05/14/2010","131.19","131.06","131.67","129.41","9.92M","-0.22%"
"05/13/2010","131.48","130.93","133.10","130.85","10.50M","-0.90%"
"05/12/2010","132.68","127.16","132.85","127.01","16.63M","4.56%"
"05/11/2010","126.89","125.21","128.42","125.15","6.50M","0.49%"
"05/10/2010","126.27","126.27","126.67","125.06","8.46M","3.42%"
"05/07/2010","122.10","123.36","124.39","120.00","10.59M","-1.47%"
"05/06/2010","123.92","126.29","127.93","116.00","13.17M","-2.78%"
"05/05/2010","127.46","127.12","128.23","126.87","6.07M","-0.52%"
"05/04/2010","128.12","128.89","128.93","126.58","8.29M","-1.14%"
"05/03/2010","129.60","129.39","130.14","128.80","4.99M","0.47%"
"04/30/2010","129.00","130.43","130.64","128.84","6.27M","-1.12%"
"04/29/2010","130.46","130.55","131.21","130.15","5.79M","0.28%"
"04/28/2010","130.10","129.40","130.47","129.03","7.12M","0.99%"
"04/27/2010","128.82","129.90","132.00","128.71","10.92M","-1.46%"
"04/26/2010","130.73","129.76","131.04","129.54","5.29M","0.57%"
"04/23/2010","129.99","129.08","130.10","128.71","6.20M","0.67%"
"04/22/2010","129.13","128.64","129.36","127.77","6.02M","0.11%"
"04/21/2010","128.99","129.87","130.27","128.50","7.56M","-0.54%"
"04/20/2010","129.69","129.20","130.33","128.26","15.22M","-1.92%"
"04/19/2010","132.23","130.38","132.28","130.38","11.35M","1.22%"
"04/16/2010","130.63","130.68","132.17","130.25","9.55M","-0.20%"
"04/15/2010","130.89","130.53","131.14","130.19","6.43M","-0.27%"
"04/14/2010","131.25","129.73","131.42","129.46","8.55M","1.72%"
"04/13/2010","129.03","128.26","129.43","127.84","6.82M","0.52%"
"04/12/2010","128.36","128.57","128.96","128.24","3.99M","-0.31%"
"04/09/2010","128.76","127.88","128.87","127.12","5.19M","0.90%"
"04/08/2010","127.61","128.04","128.23","127.20","6.01M","-0.68%"
"04/07/2010","128.48","128.53","129.27","128.01","5.16M","-0.35%"
"04/06/2010","128.93","128.68","129.30","128.05","3.93M","-0.32%"
"04/05/2010","129.35","128.38","129.80","128.14","4.12M","0.86%"
"04/01/2010","128.25","128.95","129.31","127.55","4.98M","0.00%"
"03/31/2010","128.25","128.23","128.75","127.65","4.90M","-0.40%"
"03/30/2010","128.77","128.90","129.13","128.25","3.43M","0.14%"
"03/29/2010","128.59","129.30","129.95","128.26","4.64M","-0.52%"
"03/26/2010","129.26","128.93","129.78","128.72","5.55M","0.02%"
"03/25/2010","129.24","129.36","130.73","129.13","7.61M","0.55%"
"03/24/2010","128.53","128.63","129.95","128.47","6.67M","-0.65%"
"03/23/2010","129.37","127.94","129.43","127.64","5.98M","1.09%"
"03/22/2010","127.98","127.11","128.39","126.57","5.65M","0.21%"
"03/19/2010","127.71","128.84","128.93","126.78","10.74M","-0.52%"
"03/18/2010","128.38","127.46","128.75","127.45","4.95M","0.49%"
"03/17/2010","127.76","128.90","128.93","127.36","6.35M","-0.71%"
"03/16/2010","128.67","128.00","128.88","127.45","6.14M","0.66%"
"03/15/2010","127.83","127.40","128.34","127.28","4.54M","-0.09%"
"03/12/2010","127.94","127.91","128.37","127.51","5.17M","0.27%"
"03/11/2010","127.60","125.71","127.81","125.71","7.93M","1.58%"
"03/10/2010","125.62","125.98","126.36","125.21","6.92M","0.06%"
"03/09/2010","125.55","126.27","126.29","125.20","7.53M","-0.68%"
"03/08/2010","126.41","127.06","127.50","126.36","6.20M","-0.66%"
"03/05/2010","127.25","127.17","127.55","127.04","6.14M","0.42%"
"03/04/2010","126.72","127.07","127.07","125.47","6.03M","-0.13%"
"03/03/2010","126.88","127.73","128.02","126.68","6.39M","-0.42%"
"03/02/2010","127.42","128.70","129.09","127.13","6.01M","-0.89%"
"03/01/2010","128.57","127.50","128.83","127.47","4.58M","1.11%"
"02/26/2010","127.16","127.01","128.00","126.74","4.78M","0.07%"
"02/25/2010","127.07","126.05","127.24","125.57","5.66M","-0.41%"
"02/24/2010","127.59","127.02","128.27","126.81","4.78M","0.89%"
"02/23/2010","126.46","126.48","127.66","126.00","4.59M","-0.31%"
"02/22/2010","126.85","127.30","127.43","126.31","3.81M","-0.27%"
"02/19/2010","127.19","127.35","128.06","126.87","6.30M","-0.49%"
"02/18/2010","127.81","126.13","128.00","126.00","5.53M","1.17%"
"02/17/2010","126.33","125.50","126.53","125.21","5.83M","0.88%"
"02/16/2010","125.23","124.91","125.23","124.11","6.78M","0.99%"
"02/12/2010","124.00","123.01","124.05","121.61","8.02M","0.22%"
"02/11/2010","123.73","122.58","124.20","122.06","5.09M","0.75%"
"02/10/2010","122.81","122.94","123.65","122.21","5.22M","-0.32%"
"02/09/2010","123.21","122.65","124.20","122.46","6.04M","1.09%"
"02/08/2010","121.88","123.15","123.22","121.74","5.72M","-1.33%"
"02/05/2010","123.52","123.04","123.72","121.83","8.62M","0.42%"
"02/04/2010","123.00","125.19","125.44","122.90","9.13M","-2.12%"
"02/03/2010","125.66","125.16","126.07","125.07","4.18M","0.10%"
"02/02/2010","125.53","124.79","125.81","123.95","5.90M","0.69%"
"02/01/2010","124.67","123.23","124.95","122.78","7.25M","1.86%"
"01/29/2010","122.39","124.32","125.00","121.90","11.57M","-1.10%"
"01/28/2010","123.75","127.03","127.04","123.05","9.62M","-2.04%"
"01/27/2010","126.33","125.82","126.96","125.04","8.72M","0.46%"
"01/26/2010","125.75","125.92","127.75","125.41","7.14M","-0.29%"
"01/25/2010","126.12","126.33","126.89","125.71","5.74M","0.49%"
"01/22/2010","125.50","128.67","128.89","125.37","10.09M","-2.71%"
"01/21/2010","129.00","130.47","130.69","128.06","9.61M","-0.96%"
"01/20/2010","130.25","130.46","131.15","128.95","15.20M","-2.90%"
"01/19/2010","134.14","131.63","134.25","131.56","13.92M","1.79%"
"01/15/2010","131.78","132.03","132.89","131.09","8.50M","-0.40%"
"01/14/2010","132.31","130.55","132.71","129.91","7.11M","1.60%"
"01/13/2010","130.23","130.39","131.12","129.16","6.46M","-0.21%"
"01/12/2010","130.51","129.03","131.33","129.00","8.08M","0.80%"
"01/11/2010","129.48","131.06","131.06","128.67","5.73M","-1.05%"
"01/08/2010","130.85","129.07","130.92","129.05","4.20M","1.00%"
"01/07/2010","129.55","129.87","130.25","128.91","5.84M","-0.35%"
"01/06/2010","130.00","130.68","131.49","129.81","5.61M","-0.65%"
"01/05/2010","130.85","131.68","131.85","130.10","6.84M","-1.21%"
"01/04/2010","132.45","131.18","132.97","130.85","6.16M","1.18%"
"12/31/2009","130.90","132.41","132.85","130.75","4.23M","-1.26%"
"12/30/2009","132.57","131.23","132.68","130.68","3.87M","0.55%"
"12/29/2009","131.85","132.28","132.37","131.80","4.18M","-0.35%"
"12/28/2009","132.31","130.99","132.31","130.72","5.80M","1.33%"
"12/24/2009","130.57","129.89","130.57","129.48","4.27M","0.44%"
"12/23/2009","130.00","129.70","130.00","129.30","4.13M","0.05%"
"12/22/2009","129.93","129.30","129.98","129.19","5.54M","0.99%"
"12/21/2009","128.65","127.80","128.94","127.68","4.78M","0.58%"
"12/18/2009","127.91","127.97","128.39","127.00","9.11M","0.40%"
"12/17/2009","127.40","128.00","128.56","127.12","5.91M","-1.02%"
"12/16/2009","128.71","128.74","129.60","128.35","6.37M","0.17%"
"12/15/2009","128.49","129.46","129.86","127.94","8.03M","-1.11%"
"12/14/2009","129.93","129.65","129.98","129.60","5.20M","0.19%"
"12/11/2009","129.68","129.01","129.77","128.71","6.60M","0.26%"
